공원명,위도,경도
운암 근린공원,35.66148472,127.155958
4호원동산어린이공원,35.5372293,127.3291063
5호공원,35.54667304,127.3158258
관촌어린이공원,35.67745818,127.273721
운암 소공원,35.66414739,127.155544
봉황공원,34.60728824,127.2852717
마치공원,34.611035,127.281197
옥하공원,34.613793,127.286027
원등공원,34.67676377,127.3620821
응덕공원,34.567552,127.345564
중앙공원,34.535064,127.133006
두레,37.531104,126.859414
현대,37.46759757,126.8645489
쌍림공원,37.56446028,127.005037
황학공원,37.5674949,127.0180129
배재공원,37.56440726,126.9726897
청구공원,37.555579,
충현공원,37.552205,127.004876
다산공원,37.564103,127.018843
늘푸른공원,37.551074,
저동공원,37.564736,126.9878944
꿈누리공원,37.5606932,127.0203973
동화공원,37.560464,127.0181196
순화공원,37.563458,126.971326
저동1공원,37.565975,126.989627
저동2공원,37.56525562,126.9888396
쌍림동공원,37.56350445,127.0030963
무교1공원,37.56833476,126.979038
무교2공원,37.56883648,126.9776038
경찰기념공원,37.564064,126.968591
진달래공원,37.568003,126.9747535
마루공원,,
만리2구역1공원,37.552473,126.963143
만리2구역2공원,37.55304171,126.9635945
다동공원,37.567911,126.980148
서소문제5지구공원,37.5631062,126.9752236
신당제11구역1공원,,
신당제11구역2공원,,
손기정공원,37.5554795,126.9648157
새진매공원,37.415805,126.7128889
송도  14호 어린이공원,37.38789642,126.631432
송도  17호 어린이공원,37.39685789,126.6300329
송도  11호 어린이공원,37.39961709,126.6469166
송도  16호 어린이공원,37.38162523,126.6321172
테크노파크(T.P.)확대조성단지 2호 소공원,37.37929858,126.6617767
테크노공원(송도7호),37.38544346,126.651069
푸른송도배수지공원,37.40049177,126.6636112
첨단산업클러스터3호 근린공원,37.373488,126.657558
첨단산업클러스터2호어린이공원,37.37381957,126.656893
송도누리공원,37.37860635,126.6555701
대암공원,37.4164139,126.6541196
첨단산업클러스터5호 근린공원,37.37239029,126.655518
국제화복합단지 2호 근린공원,37.38430919,126.6599332
국제화복합단지 3호 근린공원,37.38287603,126.6637329
국제화복합단지 4호 근린공원,37.38147206,126.6658968
청학사거리공원,37.42575623,126.6687481
동춘5공원,37.4024975,126.6669119
동춘1근린공원,37.40693308,126.6645954
동춘2근린공원,37.4053692,126.666397
동춘3공원,37.408271,126.665755
동춘4공원,37.402769,126.6665036
정동공원,37.56773915,126.9713585
훈련원공원,37.56692913,127.0043893
응봉공원,37.548628,
무학봉공원,37.56223381,127.0245747
묵정공원,37.56355885,127.0006655
햇빛,37.4729593,
느티나무공원,37.426552,126.697011
원도장공원,37.4241186,126.6967523
선유공원,37.43001665,126.6966251
솔샘공원,37.423543,126.665338
승정공원,37.42583627,126.664131
향나무공원,37.425686,126.661709
옥련공원,37.42510112,126.653811
연수체육공원,37.407803,126.685517
송도  12호 어린이공원,37.39802178,126.6376099
송도  13호 어린이공원,37.39464032,126.6425438
국제화복합단지 1호 근린공원,37.38816404,126.6680747
먼우금공원(송도1호),37.39431587,126.6543238
꽃마을공원(송도2호),37.39227517,126.6508774
파도놀이공원(송도3호),37.39269943,126.656993
뱃놀이공원(송도4호),37.39082882,126.6550783
도담공원(송도5호),37.39015256,126.6610995
새터공원(송도6호),37.3882466,126.6592976
새싹공원,37.42617195,126.6491617
새롬공원(송도27호),37.37755303,126.641923
송도  8호 어린이공원,37.3802555,126.645541
송도  9호 어린이공원,37.378233,126.6489854
청룡공원,37.4241158,126.6578785
송도31호공원,37.38350683,126.6182251
송도33호공원,37.39977537,126.6277112
첨단산업클러스터단지 1호 근린공원,37.362684,126.6497224
첨단산업클러스터단지 2호 근린공원,37.36163702,126.650388
송도  10호 어린이공원,37.40253015,126.642605
용당공원,35.231611,129.009936
열린공원,35.251664,129.013668
신덕공원,35.204151,129.030858
시랑공원,35.20188036,129.0058047
쉼터공원,35.209861,129.017562
숙등공원,35.21131986,129.0145533
솔내음공원,35.229995,129.011566
솔공원,35.263482,129.019762
새싹공원,35.223631,129.006524
상록공원,35.20928214,129.043673
사랑공원,35.254453,129.014421
강변둥지공원,35.242372,129.014258
백포공원,35.238009,129.010928
백운공원,35.207097,129.041255
민주공원,35.249205,129.014615
미래공원,35.257732,129.014177
동심초공원,35.209943,129.028931
동심공원,35.20899751,129.0387629
덕천공원,35.21058586,129.0170694
덕내공원,35.214027,129.013835
대천천수변공원,35.243512,129.022376
대천공원,35.241371,129.011473
남산정공원,35.215995,129.022796
코끼리,37.563238,126.848535
구름,37.543303,126.844116
볏골,37.541815,126.844354
노을,37.539908,126.843928
까치산,37.538365,126.844436
비둘기,37.541392,126.846938
큰별,37.544538,126.848941
꿈돌이,37.546097,126.845352
소나무,37.547141,126.847807
산새,37.546321,126.850461
박장,37.540768,126.849087
참새,37.539725,126.847003
한글,37.538536,126.850451
효심,37.529643,126.840748
버들,37.531101,126.841222
필마,37.531491,126.838777
다운,37.532101,126.844653
호돌이,37.528231,126.846009
곰돌이,37.529554,126.844986
골말,37.533313,126.85605
뜸부기,37.530115,126.856902
하마터,37.530115,126.853739
바탕골,37.544468,126.834711
미리내,37.547649,126.834751
수명산,37.540958,126.834336
대원,37.544871,126.835911
천사,37.546917,126.833001
달빛,37.531163,126.862932
무지개,37.533937,126.861301
위례별(위례 근린공원7호),,127.146847
죽전제3공원(비발디공원),37.325701,127.126501
공세제2호 어린이공원(자봉),37.243601,127.111601
동백제1호 어린이공원(가람),37.284801,127.152501
동백제3호 어린이공원(아라),37.280501,127.153101
새천년근린공원,37.287701,127.118801
제91호 어린이공원(어정),37.277301,127.145601
제22호 어린이공원,37.319001,127.066601
동백제11공원(호수공원),37.276201,127.149501
제19호 어린이공원,37.325701,127.076201
소공원,37.237401,127.194601
소공원,37.332001,127.133001
제93호어린이공원,37.305501,127.224801
절골말근린공원,37.310301,127.074701
소공원,37.245701,127.071601
소공원,37.295801,127.119401
소공원,37.318701,127.067201
제63호 근린공원,37.315501,127.063401
원앙,36.30915905,127.335481
봉우재,36.30920228,127.3385292
이야기공원,37.4265496,126.668873
중앙공원,37.428725,126.6681989
청담공원,37.42600919,126.6711821
하나공원,37.4191238,126.6701747
봉재공원,37.40683307,126.667857
청은공원,37.41340363,126.6726354
풍림공원,37.39948027,126.6718242
동남공원,37.40247251,126.6694709
청량공원,37.41136066,126.6735479
경서1공원(아라뱃길 물류단지),37.5616568,126.618762
경서2공원(아라뱃길 물류단지),37.5662322,126.6102433
불로4호소공원,37.61063889,126.6858681
불로5호소공원,37.6144637,126.6884918
버들공원,37.5957395,126.6366222
대촌공원,37.5953857,126.6336177
소염도공원,37.4862675,126.6664339
늘푸른공원,37.5419404,126.6234911
사염공원,37.54212125,126.6340134
연일공원,37.54092189,126.650933
문점공원,37.52306802,126.6274322
포리공원,37.52736562,126.6431359
금산공원,37.5543863,126.6258761
용머리공원,37.5352772,126.6611704
까투렴공원,37.54685617,126.6223438
처녀자리공원,37.5406001,126.6208535
천칭자리공원,37.5402432,126.6230541
북두칠성공원,37.5402588,126.6266205
황소자리공원,37.5384197,126.6266635
전갈자리공원,37.540271,126.6299053
염소자리공원,37.5405134,126.6426464
물병자리공원,37.5385246,126.6427153
백조자리공원,37.5364142,126.642685
뜰어린이공원,37.5376797,126.6548499
능안어린이공원,37.5399442,126.6603409
봉수대공원,37.5383939,126.6618315
거울어린이공원,37.5281894,126.6549148
흰여울공원,37.5277675,126.626807
서천1근린공원,37.237301,127.070401
죽전제6공원(소담공원),37.318401,127.123901
죽전제7공원(큰솔공원),37.316701,127.112101
죽전제8공원(은솔공원),37.310001,127.107101
죽전제9공원(해솔공원),37.308401,127.112501
죽전제2공원(대지산공원),37.330401,127.118901
죽전제4공원(푸르내공원),37.323501,127.112401
청담체육공원(덕정),37.8596323,127.0607201
청담체육공원(회정),37.8400642,127.0440909
고읍 광장,37.79532544,127.0785057
옥정 제7호 광장,37.8267862,127.0903422
옥정 제8호 광장,37.8272854,127.0972829
제3호 공공공지,37.83910583,127.0914523
옥정제8근린공원(규율),37.82727565,127.1002676
옥정제10근린공원(옥정저류지),37.8104523,127.0835244
옥정제11근린공원(마라니),37.81469868,127.0882876
옥정제12근린공원(꿈나래),37.81432231,127.0949317
옥정제1근린공원(옥정생태숲),37.82690291,127.0836194
옥정제5근린공원(독바위),37.82542038,127.0770493
옥정제6근린공원(선돌),37.82143392,127.0811539
소성공원,37.439147,126.684725
도천공원,37.438873,126.678271
삼호공원,37.437982,126.680301
지석공원,37.4364365,126.6844022
관선공원,37.437859,126.687489
흥덕5어린이공원(쌍둥이별자리),37.273201,127.071501
홍천말근린공원,37.322101,127.078201
영덕2근린공원,37.273701,127.077701
영덕3근린공원,37.277501,127.075201
서천1어린이공원(소리내음),37.240001,127.074101
서천2근린공원,37.235401,127.072901
서천4어린이공원(물내음),37.237401,127.077301
서천5어린이공원(꽃내음),37.239401,127.075101
서천3근린공원,37.232901,127.073501
동백유원지,35.15839307,129.1554582
명장공원,35.2131974,129.1164778
반송공원,35.22025918,129.1592057
청사포공원,35.15849712,129.1841517
대천산림공원,35.18251087,129.1661202
해운대역사 시민공원,35.16415448,129.1590633
당하지구5호 어린이공원,37.5930198,126.6734308
당하지구6호 어린이공원,37.5911071,126.6700029
당하지구7호 어린이공원,37.5889434,126.6710222
마전지구2호 어린이공원,37.6111548,126.6653734
마전지구3호 어린이공원,37.611397,126.662364
마전지구4호 어린이공원,37.6132753,126.6607064
마전지구5호 어린이공원,37.613458,126.6580456
마전지구6호 어린이공원,37.6140487,126.6552669
밭고잔공원,37.59646892,126.6267908
봉화공원,37.5986898,126.6369593
신석체육공원,37.5075811,126.6653466
원당지구 5호 어린이공원,37.5903037,126.7011863
진주체육공원,37.4913746,126.6809571
가좌공원,37.4881823,126.6806996
당하어린이공원,37.5842079,126.6791439
감중공원,37.4928388,126.6738439
청라1호공원,37.5316546,126.6033661
경서근린공원,37.5566388,126.6687691
반월공원(나),37.5944608,126.6169703
한들방죽공원(라),37.5904312,126.621691
백석공원(마),37.5898361,126.621691
검암소공원,37.5597432,126.6753942
도덕파크,37.469797,126.865502
구암,37.567599,126.853729
황금내,37.561783,126.864104
원당,37.559782,126.842567
등촌,37.563683,126.841391
서낭당,37.558865,126.849984
방화,37.580907,126.81412
옹기골,37.573562,126.821695
매화,37.557535,126.852151
까치산,37.536938,126.843936
수명산,37.550967,126.829893
발산,37.55454,126.825837
서울식물원,37.569783,126.823068
마곡나루,37.566183,126.813091
마곡하늬,37.556699,126.812659
이수,37.548414,126.874399
백합,37.551163,126.869438
아리수,37.551786,126.875286
등서,37.559235,126.854759
백석,37.55261,126.863328
등마루,37.556275,126.857379
도림,37.555871,126.862861
능안,37.546638,126.859908
한마음,37.560723,126.843248
새나라,37.561861,126.852004
백합,37.559303,126.844996
채송화,37.562782,126.845988
푸르매,37.559106,126.847497
새벗,37.560711,126.840279
신천어린이교통,37.516022,127.101762
배산택지4호공원,35.954052,126.941287
배산택지2호공원,35.955438,126.936809
배산택지1호공원,35.958841,126.938959
배산택지6호공원,35.942291,126.935676
배산택지5호공원,35.948975,126.937918
배산택지1호공원,35.959205,126.938038
배산택지2호공원,35.952831,126.935356
배산택지3호공원,,126.938891
동삼공원,35.073341,129.0676059
동삼혁신지구공원,35.07874467,129.0779467
절영어린이공원,35.0718573,129.0612158
상리어린이공원,35.08360659,129.065563
일산봉어린이공원,35.0860798,129.0696915
광명어린이공원,35.0842584,129.0693586
팔각어린이공원,35.0874136,129.0689163
중리어린이공원,35.0747356,129.071418
와치어린이공원,35.07578869,129.0677495
푸른어린이공원,35.0740081,129.0675833
원암유치원,37.649804,127.084306
하리지구 소공원,35.06972055,129.0815802
하리지구 소공원,35.06865839,129.0824214
우장,37.55282,126.843808
궁산,37.574254,126.841332
염창,37.557007,126.869821
꿩고개,37.577983,126.808105
봉제산,37.539906,126.849751
개화,37.588011,126.796781
등마루,37.552858,126.856221
공암나루,37.570635,126.849087
덕포공원,37.17838169,128.4774893
상동1공원,37.14348577,128.8394066
팔봉공원,35.963166,126.994145
익산묘지공원,35.973343,127.016654
제2공단,35.953198,126.999486
용제,35.951259,127.005566
수도산공원,35.934349,126.976132
마동공원,35.940921,126.967514
부송2호,35.955666,126.992064
부송1호,35.953934,126.995463
부송지구공원,,126.989583
소라공원,35.953007,
신흥공원,35.949493,126.985704
영등시민공원,,126.976543
어양,35.955704,126.983498
영등2차2호공원,35.959688,126.980404
영등2차1호공원,35.962752,126.973332
영등2차4호공원,35.957121,126.982699
영등2차3호공원,35.961431,126.982089
어양3차1호공원,35.956446,126.979232
영등3차1호공원,35.956058,126.974184
부송3차공원,35.961265,126.991113
팔봉 제2공원(18호),35.961849,127.006027
팔봉 제3공원(19호),,
팔봉제1공원(17호),35.951417,
영등3차1호공원,35.954718,126.970563
어양3차1호공원,35.959209,126.983711
부송3호 공원,,126.986843
배산택지3호공원,,126.934662
북면문곡리공원,37.213578,128.428212
영월7호(샛바람어린이공원),37.181898,128.470289
영월10호(누비어린이공원),37.184108,
영월12호(해찬솔어린이공원),,128.480076
영월11호(별바리기 어린이공원),37.183825,128.487128
영월13호(여기우리어린이공원),37.17426644,128.4761277
주천1호(꽃가람어린이공원),37.271989,128.265084
주천2호(너울춤어린이공원),37.273351,128.269567
영월15호(은행나무 어린이공원),37.17914465,128.4647039
영월16호(가온어린이공원),37.189097,128.469851
상동3호(옥수정 어린이공원),37.136372,128.861135
영월18호(별빛폭포 어린이공원),37.18233875,128.4607741
영월17호(하송어린이공원),37.177531,128.456517
옹정공원,37.169694,128.332382
쌍용공원,37.178647,128.324585
주천공원,37.274431,128.273426
하송공원,37.193656,128.457515
영월공원,37.185188,128.477817
모슬,37.492376,127.145466
몽촌,37.512891,127.114841
무궁화,37.493062,127.127074
문현,37.481238,127.128143
반딧불,37.487938,127.124078
방잇골,37.513395,127.110304
방죽,37.500653,127.122796
푸른공원,35.53642649,129.3029414
무둔실공원,35.54556741,129.3205712
제17호 어린이공원,37.328301,127.074401
소공원,37.332001,127.133701
청덕2근린공원,37.298301,127.148801
흥덕3어린이공원(양별자리),37.272101,127.082801
흥덕1어린이공원(물병자리),37.272501,127.093201
상하근린공원,37.260101,127.137301
영덕1근린공원,37.275601,127.085201
소공원,37.315601,127.063801
신봉3어린이공원,37.329401,127.072201
마북어린이공원(마북2),37.301701,127.119801
소공원,37.331401,127.132101
소공원,37.332501,127.136501
제18호 어린이공원,37.328401,127.077201
구성3어린이공원(땅마을),37.297901,127.150701
죽전제10호 어린이공원,37.323501,127.121701
죽전제9호 어린이공원,37.322201,127.124501
죽전제7호 어린이공원,37.330201,127.133101
죽전제6호 어린이공원,37.330701,127.130401
구성4어린이공원(숲속마을),37.296201,127.152401
구성2어린이공원(바람마을),37.294401,127.146401
구성1어린이공원(하늘마을),37.290901,127.143501
구성5어린이공원(산마을),37.293401,127.152901
청덕4근린공원,37.288001,127.144801
청덕3근린공원,37.300601,127.152101
청덕1근린공원,37.294301,127.145101
흥덕2어린이공원(페가수스자리),37.273301,127.088901
흥덕6어린이공원(작은별자리),37.280601,127.079301
원죽림공원,34.755678,127.630437
효령고로지구 전투기념공원,36.11048113,128.7491806
군위산림공원,36.23924651,128.5594583
내량생태공원,36.238822,128.542583
서부공원,36.242683,128.5625528
동부공원,36.233245,128.578495
동부제2호 어린이공원,36.233115,128.5723999
서부제3호 어린이공원,36.231409,128.565475
서부제2호 어린이공원,36.235372,128.564401
서부제1호 어린이공원,36.237747,128.566329
동부제1호 어린이공원,36.237839,128.571313
태조산공원,36.82207666,127.1889559
행복공원(두정11),36.83617615,127.1402341
부대2공원,36.83750891,127.1447366
늘푸른공원(부대1),36.83725357,127.1493473
정담은공원(두정1),36.83315568,127.1496841
두정8공원,36.83127472,127.1499307
두정공원,36.83481083,127.1541727
말우물공원(백석4),36.82630777,127.1286182
두정오성공원(두정6),36.83263767,127.1303627
원두정먹거리공원(두정5),36.83177162,127.1364262
북부제1공원,36.83459674,127.1346155
새가라공원,36.8310767,127.1215017
초록공원,36.82752063,127.1232013
백석56호공원,36.83121644,127.1314071
백석55호공원,36.83064073,127.1362931
선교,35.088741,126.948187
용연,35.09444346,126.963056
용산,35.11818544,126.9268395
계림5-2,35.157918,126.925253
산수1,35.153949,126.926547
계림7,35.157856,126.923602
계림3-1,35.153674,126.919229
계림3-2,35.154999,126.916774
동명1-1,35.15360545,126.924295
동명1-2,35.151981,126.9215796
지원3-1,35.12123006,126.9357376
지원3-2,35.121041,126.936784
지원1-1,35.122048,126.932482
지원1-2,35.125408,126.930531
지원1-2,35.125408,126.930531
지원1-3,35.125313,126.930964
지원1-4,35.122524,126.931706
산수,35.154515,126.938729
계림8,35.15815221,126.913944
(산단)1호,36.0416973,126.6804039
(김가공농단)월리공원,36.160631,126.5598126
906,36.07727095,126.6933768
102,36.07498626,126.6919451
104,36.076806,126.692663
106,,
3,36.082311,126.684856
사곡공원,36.080682,126.684761
1호공원,36.021103,126.669041
비도시-소공원2,36.80110654,126.5176791
비도시-어린이공원7(미조성),,
비도시-어린이공원18,,
비도시-어린이공원17,,
서산-어린이공원5,36.78101578,126.4490681
서산-소공원7,36.78048779,126.4483358
서산-소공원1,36.77664337,126.452182
서산-근린공원9,36.77600027,126.4513478
서산-어린이공원2,36.78658799,126.4461364
서산-근린공원6,36.78441708,126.4468463
서산-근린공원5,36.78296757,126.4437022
서산-어린이공원3,36.78424576,126.444687
서산-어린이공원20,36.7771187,126.442248
서산-근린공원10(옥녀봉),36.78785362,126.4487935
비도시-어린이공원9(미조성),,
산단1-체육공원5,,
산단1-소공원8,36.85197809,126.461654
산단1-소공원10,36.84689334,126.458757
산단1-소공원9,36.84827869,126.4577522
산단1-근린공원6,36.85563123,126.458028
산단1-소공원7,,
산단1-소공원11,36.84635437,126.456934
산단1-근린공원2,36.8611654,126.4392474
산단1-근린공원1,36.86100672,
비도시-어린이공원1(미조성),,
비도시-어린이공원3(미조성),,
해미-소공원3,,
해미-소공원1,36.70963846,126.5458193
해미-소공원2,36.70917744,126.547006
5호소공원,36.2843316,126.9160236
산단1-근린공원3,36.84597165,126.4404837
산단1-근린공원4,36.84470085,126.4409754
테크노-근린공원1,36.83171866,126.4498364
테크노-소공원5,36.82898349,126.445688
테크노-어린이공원4,36.828353,126.444843
테크노-소공원7,36.829904,126.457214
테크노-소공원6,36.830557,126.4534635
테크노-근린공원2,36.82532429,126.4524475
테크노-근린공원3,36.82231811,126.4503033
비도시-어린이공원4(미조성),,
산단2-소공원2,,
산단2-소공원4,,
산단2-소공원3,,
서산-어린이공원22,36.77215779,126.450276
서산-어린이공원39,36.76856998,126.4491341
서산-소공원8,36.76582727,126.4475573
서산-수변공원2,36.7624484,126.450703
서산-수변공원1,36.76228544,126.4493701
서산-소공원12,36.76331315,126.4491248
서산-어린이공원48,36.76504166,126.4486332
서산-소공원9,36.76504166,126.4486332
서산-소공원11,36.76362335,126.447305
서산-어린이공원38,36.769519,126.444371
서산-어린이공원37,36.76962405,126.446923
서산-어린이공원35(미조성),36.77089834,126.4432223
서산-어린이공원21,36.77428547,126.4471253
서산-소공원10,36.76516875,126.4523174
서산-소공원13,36.77457388,126.441644
서산-근린공원2(미조성),36.7407665,126.467587
서산-체육공원1(남부산단)(미조성),36.74015356,126.4745147
서산-어린이공원15,36.78221982,126.467234
서산-근린공원7,36.78012519,126.468298
서산-어린이공원46,36.77912146,126.466087
서산-어린이공원18,36.77882059,126.4631915
서산-어린이공원25,36.77774792,126.458542
서산-어린이공원19,36.77687425,126.4645351
서산-어린이공원17,36.78091871,126.461364
서산-어린이공원10,36.78520365,126.461718
서산-어린이공원9,36.78583102,126.4585441
서산-어린이공원11,36.78606598,126.4641467
서산-어린이공원7,36.78954293,126.458943
서산-어린이공원8,36.78818192,126.4603395
서산-소공원3,36.785138,126.453873
서산-어린이공원47,36.785493,126.457177
서산-소공원2,36.77918766,126.4544096
비도시-소공원5,,
서산-어린이공원30,36.77074545,126.453916
서산-어린이공원26,36.773655,126.452529
서산-어린이공원41,36.766631,126.458685
서산-소공원6,36.76876148,126.474603
서산-어린이공원44,36.76746072,126.469284
서산-어린이공원43,36.77039566,126.464773
서산-어린이공원42,36.77232553,126.4636988
서산-어린이공원45,36.77596686,126.467418
서산-어린이공원29,36.77611103,126.4609374
서산-어린이공원33,36.77344996,126.4604966
서산-어린이공원31,36.77146042,126.457192
서산-근린공원8(미조성),36.76993343,126.4600238
성지공원,36.361271,126.602054
비도시-어린이공원14(미조성),,
수북공원,36.27555273,126.8902425
서동공원,36.27145891,126.9136908
백제탑공원,36.27902473,126.9128811
송림공원,36.27440632,126.900015
소공원 5,36.284479,126.924778
소공원 3,36.284572,126.924982
소공원 4,36.284906,126.924743
남령공원,36.28122869,126.916806
소공원 1,36.284917,126.926812
소공원 2,36.284398,126.926888
어린이 공원 6,36.2829863,126.9233085
와요지공원,36.245437,126.915349
비도시-소공원3,,
비도시-어린이공원11,36.66986073,126.5330334
비도시-근린공원7,36.66781307,126.5345426
대산-어린이공원25,,
대산-어린이공원33,36.939758,126.426177
대산-어린이공원34,36.93806721,126.429731
대산-수변공원35,36.940006,126.427658
대산-근린공원2(미조성),36.937148,126.428868
대산-근린공원32(미조성),37.00166341,126.3874617
대산-소공원37,36.99909627,126.4155302
대산-체육공원36,36.99455054,126.410019
대산-소공원38,36.99705479,126.4090142
대산-근린공원27,37.00252371,126.4236634
대산-문화공원1,36.99405168,126.3880238
서산-어린이공원24,36.77708677,126.4561602
제72호 근린공원(신갈공원),37.277901,127.096901
제71호 근린공원(소실봉공원),37.307901,127.092501
둔전체육공원(73호),37.266101,127.214501
소공원,37.306401,127.108801
소공원,37.237701,127.192401
동백제7공원(한들공원),37.278101,127.158901
보라5어린이공원(하늘마루),37.242401,127.106801
보라3어린이공원(구슬치기),37.249501,127.107101
용인묘지공원,37.296401,127.255901
서울묘지공원,37.220901,127.174001
제29호 어린이공원(녹원),37.289201,127.110501
제31호 어린이공원(달빛),37.289201,127.117301
제56호 근린공원(공세2공원),37.245601,127.115201
보정제6호 어린이공원(은솔),37.308301,127.107801
보정제7호 어린이공원(해솔),37.306601,127.112301
죽전제3호 어린이공원,37.333801,127.119101
죽전제1호 어린이공원,37.334401,127.124601
성심묘지공원,37.349501,127.062501
소공원,37.324201,127.117001
보정제2호 어린이공원(꽃메),37.320801,127.116401
죽전제4호 어린이공원,37.331201,127.126001
죽전제8호 어린이공원,37.328001,127.123701
죽전제11호 어린이공원,37.324401,127.118501
소공원,37.234501,127.211401
마북2호근린공원,37.303401,127.118301
제21호 어린이공원,37.321501,127.060601
소공원,37.236901,127.197801
제90호 어린이공원(풀향기),37.278001,127.144701
제30호 어린이공원(새천년),37.289001,127.114401
신릉근린공원,37.290501,127.113201
소공원,37.293301,127.114201
소공원,37.279201,127.106601
소공원,37.314301,127.090201
소공원,37.324201,127.097001
제99호 어린이공원,37.288201,127.233401
이평공원,,
장신공원,36.48401895,127.7106261
삼산공원,36.483913,127.717158
뱃들공원,36.48694626,127.7241379
교사공원,36.48941319,127.7143815
향교공원,36.49397591,127.7150614
청솔공원,35.53661172,129.3101993
비단공원,35.54288659,129.3201081
문화공원,35.54289686,129.3270733
감골공원,35.54088055,129.2986645
봉월공원,35.54244422,129.3044988
코아루공원,36.339404,126.6094298
생활권 공원,36.336563,126.609344
생활권 공원,36.338122,126.606832
명천공원,36.343534,126.6082079
알라딘공원,36.342635,126.606634
갈매기공원,36.34135759,126.6036163
생활권 공원,36.338889,126.603586
옥마공원,36.33271982,126.6239599
생활권 공원,36.337063,126.604265
생활권 공원,36.33494296,126.6049698
생활권 공원,36.335128,126.607691
보령신흑지구내소공원(2),36.321269,126.5147699
보령신흑지구내소공원(1),36.31971272,126.516203
근린공원(영보일반산업단지),36.42044112,126.4937123
근린공원1(웅천일반산업단지),36.24379877,126.5735735
소공원2(보령웅천일반산업단지),36.24216608,126.576441
소공원1(보령웅천일반산업단지),36.239481,126.5779292
방축공원,36.230657,126.6053023
역전공원,36.23434001,126.6018573
한내공원,36.23572553,126.6000837
대창공원,36.23940207,126.612954
대천공원,36.24102554,126.5945712
화락산공원,36.23768601,126.5872546
공원1(관창공단),36.374939,126.570783
공원(관창공단),36.404735,126.577325
공원(관창공단),36.40637804,126.5826713
공원(관창공단),36.40831277,126.5813632
죽정공원,36.361024,126.602486
용못공원,36.357495,126.602748
지장골공원,36.359987,126.5980983
대천동 제2소공원,36.354377,126.595834
대천동 제1소공원,36.354279,126.595331
구시해변공원,36.34614838,126.5907289
공원:합덕일반산업단지:2(공원),36.81837772,126.7466618
구시중앙공원,36.348067,126.5918618
대천공원,36.355706,126.585241
관촌공원,36.35396927,126.589045
대천동 제4소공원,36.35539739,126.5921343
대천동 제3소공원,36.355764,126.590883
소미공원,36.358613,126.583721
까치네공원,36.362036,126.5863408
대천동 제5소공원,36.356075,126.582726
갈머리공원,36.359362,126.579712
신설중앙공원,36.35206066,126.6053941
신설공원,36.35007207,126.6034995
희망공원,36.34669738,126.6001275
샘터공원,36.35100242,126.608269
오랏공원,36.348581,126.6084176
샛별공원,36.34730608,126.6044869
동대2공원,36.35167201,126.6133147
한성필공원,36.351238,126.616123
동대공원,36.345689,126.6132013
한내공원,36.345653,126.614956
평신공원,36.347478,126.617174
신설동 소공원(1),36.35397381,126.606096
신설동 소공원(3),36.353337,126.605368
신설동 소공원(4),36.352292,126.603944
여울공원,36.34361957,126.6049139
신설동 소공원(2),36.355387,126.605958
원평공원,36.349474,126.614046
공원:134(당진:37 채운),36.893735,126.6219112
공원:143,36.89294605,126.625155
공원:111(당진:10 은하공원),36.8946859,126.6226732
공원:104(당진:04 채운공원),36.89064383,126.619224
공원:157호,,
공원:159,,
공원:합덕일반산업단지:1(공원),36.81662243,126.7416645
공원:합덕인더스파크일반산업단지:1(공원),36.472826,126.444476
공원:합덕인더스파크일반산업단지:2(공원),36.471417,126.445266
공원:합덕일반산업단지:3(공원),36.8172445,126.7462397
공원:합덕일반산업단지:4(공원),36.81671867,126.749597
공원:합덕일반산업단지:5(공원),36.81557298,126.7498128
공원:823(신리성지 7),36.762616,126.7711039
공원:307(합덕:07 합덕공원),36.80403336,126.775073
공원:305(합덕:05 중동공원),36.8056761,126.7710906
공원:301(합덕:01 하운공원),36.80105358,126.778304
공원:311(합덕 도시지역),36.80834432,126.7776551
공원:306(합덕:06 중앙공원),36.80945017,126.7737065
공원:304(합덕:04 서동공원),36.8100723,126.7683262
공원:302(합덕:02 운산공원),36.8058004,126.7652644
대산-소공원36,,
대산-소공원41,,
궁촌공원,36.3444603,126.5953465
궁촌공원,36.343495,126.591732
햇살공원,36.34261191,126.5986512
궁촌동 역사공원,36.34032788,126.5983516
남포공원,36.304393,126.604119
내항공원,36.33731813,126.5853701
봉산어린이공원,36.353798,126.597425
공원:309(합덕10 우강송산지구),36.484201,126.462365
공원:308(합덕:09 우강공원),36.810164,126.7843949
공원:303(합덕:03 교동(소들)공원),36.80671918,126.7789728
공원:121(당진:23 우리공원),36.9023557,126.6326383
공원:161(당진2지구),,
공원:161(당진2지구),,
공원:160(당진2지구),36.90454486,126.6289607
공원:161(당진2지구),,
공원:125(당진:28 호서공원),36.90124818,126.6397852
공원:122(당진:25 원당공원),36.8990408,126.6402792
공원:124(당진:27 사랑공원),36.89954459,126.6425936
공원:123(당진:26 소망공원),36.90218215,126.6447176
공원:117(당진:16 채송공원),36.89007621,126.6391197
공원:113(당진:12 하늘공원),36.88803752,126.6348417
공원:120(당진:22 하나공원),36.89777744,126.6247316
공원:119(당진:21 한마음공원),36.90047324,126.6292377
공원:110(당진:09 새싹공원),36.89023423,126.6353885
공원:135(당진:44 남산공원),36.894527,126.631857
공원:156호,36.89397081,126.6319455
공원:107(당진:06 남산공원),36.89438169,126.6345673
공원:144(읍내1지구),,
